ExperimentName,Subject,Gender,Session,Clock.Information,Display.RefreshRate,Group,RandomSeed,SessionDate,SessionTime,SessionTimeUtc,Block,List1,List1.Cycle,List1.Sample,Procedure[Block],Running[Block],Trial,Condition,ConResp[Trial],PracStim,PracStim.Cycle,PracStim.Sample,Procedure[Trial],RespK.ACC[Trial],RespK.CRESP[Trial],RespK.DurationError[Trial],RespK.OnsetDelay[Trial],RespK.OnsetTime[Trial],RespK.RESP[Trial],RespK.RT[Trial],RespK.RTTime[Trial],Running[Trial],Scenario[Trial],SoundFile[Trial],Speaker[Trial],SpeakerBlocks,SpeakerBlocks.Cycle,SpeakerBlocks.Sample,SpeakerNum,SubTrial,ConResp[SubTrial],F0Level,F0LevelNum,Procedure[SubTrial],RespK.ACC[SubTrial],RespK.CRESP[SubTrial],RespK.DurationError[SubTrial],RespK.OnsetDelay[SubTrial],RespK.OnsetTime[SubTrial],RespK.RESP[SubTrial],RespK.RT[SubTrial],RespK.RTTime[SubTrial],Running[SubTrial],Scenario[SubTrial],SoundFile[SubTrial],Speaker[SubTrial],SpeakerGender,StimList,StimList.Cycle,StimList.Sample,StimNum
KoreanPoliteness_F0_EQ,1,F,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2857431</Frequency><Timestamp dt:dt=""r8"">223275293464</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.944,1,-62433660,10/23/14,13:02:43,8:02:43 PM,2,2,1,2,Test,List1,1,,,,,,BlockProc,,,,,,,,,SpeakerBlocks,,,,3,1,1,3,11,8,MidLo,2,TrialProc,1,8,-999999,22,259060,8,292,259352,StimList,4,08Perc_LoF0_3_4_con.wav,3,M,19,1,11,19
KoreanPoliteness_F0_EQ,1,F,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2857431</Frequency><Timestamp dt:dt=""r8"">223275293464</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.944,1,-62433660,10/23/14,13:02:43,8:02:43 PM,2,2,1,2,Test,List1,1,,,,,,BlockProc,,,,,,,,,SpeakerBlocks,,,,3,1,1,3,12,8,MidHi,4,TrialProc,1,8,-999999,23,262130,8,814,262944,StimList,1,08Perc_HiF0_3_1_con.wav,3,M,9,1,12,9
KoreanPoliteness_F0_EQ,1,F,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2857431</Frequency><Timestamp dt:dt=""r8"">223275293464</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.944,1,-62433660,10/23/14,13:02:43,8:02:43 PM,2,2,1,2,Test,List1,1,,,,,,BlockProc,,,,,,,,,SpeakerBlocks,,,,3,1,1,3,13,8,Orig,3,TrialProc,1,8,-999999,13,265700,8,508,266208,StimList,1,3_1_con.wav,3,M,33,1,13,33
KoreanPoliteness_F0_EQ,1,F,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2857431</Frequency><Timestamp dt:dt=""r8"">223275293464</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.944,1,-62433660,10/23/14,13:02:43,8:02:43 PM,2,2,1,2,Test,List1,1,,,,,,BlockProc,,,,,,,,,SpeakerBlocks,,,,3,1,1,3,14,8,MidLo,2,TrialProc,1,8,-999999,13,269170,8,470,269640,StimList,2,08Perc_LoF0_3_2_con.wav,3,M,18,1,14,18
KoreanPoliteness_F0_EQ,1,F,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2857431</Frequency><Timestamp dt:dt=""r8"">223275293464</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.944,1,-62433660,10/23/14,13:02:43,8:02:43 PM,2,2,1,2,Test,List1,1,,,,,,BlockProc,,,,,,,,,SpeakerBlocks,,,,3,1,1,3,15,8,Lo,1,TrialProc,0,8,-999999,26,272423,2,473,272896,StimList,1,16Perc_LoF0_3_1_con.wav,3,M,25,1,15,25
KoreanPoliteness_F0_EQ,1,F,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2857431</Frequency><Timestamp dt:dt=""r8"">223275293464</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.944,1,-62433660,10/23/14,13:02:43,8:02:43 PM,2,2,1,2,Test,List1,1,,,,,,BlockProc,,,,,,,,,SpeakerBlocks,,,,3,1,1,3,16,8,MidHi,4,TrialProc,0,8,-999999,23,276410,2,926,277336,StimList,5,08Perc_HiF0_3_5_con.wav,3,M,12,1,16,12
KoreanPoliteness_F0_EQ,1,F,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2857431</Frequency><Timestamp dt:dt=""r8"">223275293464</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.944,1,-62433660,10/23/14,13:02:43,8:02:43 PM,2,2,1,2,Test,List1,1,,,,,,BlockProc,,,,,,,,,SpeakerBlocks,,,,3,1,1,3,17,8,Lo,1,TrialProc,1,8,-999999,16,280314,8,318,280632,StimList,2,16Perc_LoF0_3_2_con.wav,3,M,26,1,17,26
KoreanPoliteness_F0_EQ,1,F,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2857431</Frequency><Timestamp dt:dt=""r8"">223275293464</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.944,1,-62433660,10/23/14,13:02:43,8:02:43 PM,2,2,1,2,Test,List1,1,,,,,,BlockProc,,,,,,,,,SpeakerBlocks,,,,3,1,1,3,18,8,MidHi,4,TrialProc,1,8,-999999,12,283650,8,366,284016,StimList,7,08Perc_HiF0_3_7_con.wav,3,M,14,1,18,14
KoreanPoliteness_F0_EQ,1,F,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2857431</Frequency><Timestamp dt:dt=""r8"">223275293464</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.944,1,-62433660,10/23/14,13:02:43,8:02:43 PM,2,2,1,2,Test,List1,1,,,,,,BlockProc,,,,,,,,,SpeakerBlocks,,,,3,1,1,3,19,8,MidHi,4,TrialProc,0,8,-999999,22,286820,2,732,287552,StimList,10,08Perc_HiF0_3_10_con.wav,3,M,16,1,19,16
KoreanPoliteness_F0_EQ,1,F,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2857431</Frequency><Timestamp dt:dt=""r8"">223275293464</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.944,1,-62433660,10/23/14,13:02:43,8:02:43 PM,2,2,1,2,Test,List1,1,,,,,,BlockProc,,,,,,,,,SpeakerBlocks,,,,3,1,1,3,20,8,MidLo,2,TrialProc,1,8,-999999,22,290690,8,846,291536,StimList,6,08Perc_LoF0_3_6_con.wav,3,M,21,1,20,21
KoreanPoliteness_F0_EQ,1,F,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2857431</Frequency><Timestamp dt:dt=""r8"">223275293464</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.944,1,-62433660,10/23/14,13:02:43,8:02:43 PM,2,2,1,2,Test,List1,1,,,,,,BlockProc,,,,,,,,,SpeakerBlocks,,,,3,1,1,3,21,8,MidLo,2,TrialProc,0,8,-999999,23,294610,2,502,295112,StimList,9,08Perc_LoF0_3_9_con.wav,3,M,23,1,21,23
KoreanPoliteness_F0_EQ,1,F,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2857431</Frequency><Timestamp dt:dt=""r8"">223275293464</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.944,1,-62433660,10/23/14,13:02:43,8:02:43 PM,2,2,1,2,Test,List1,1,,,,,,BlockProc,,,,,,,,,SpeakerBlocks,,,,3,1,1,3,22,8,MidLo,2,TrialProc,0,8,-999999,26,297963,2,653,298616,StimList,10,08Perc_LoF0_3_10_con.wav,3,M,24,1,22,24
KoreanPoliteness_F0_EQ,1,F,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2857431</Frequency><Timestamp dt:dt=""r8"">223275293464</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.944,1,-62433660,10/23/14,13:02:43,8:02:43 PM,2,2,1,2,Test,List1,1,,,,,,BlockProc,,,,,,,,,SpeakerBlocks,,,,3,1,1,3,23,8,Hi,5,TrialProc,1,8,-999999,26,301383,8,985,302368,StimList,1,16Perc_HiF0_3_1_con.wav,3,M,1,1,23,1
KoreanPoliteness_F0_EQ,1,F,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2857431</Frequency><Timestamp dt:dt=""r8"">223275293464</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.944,1,-62433660,10/23/14,13:02:43,8:02:43 PM,2,2,1,2,Test,List1,1,,,,,,BlockProc,,,,,,,,,SpeakerBlocks,,,,3,1,1,3,24,8,Hi,5,TrialProc,0,8,-999999,27,305554,2,438,305992,StimList,6,16Perc_HiF0_3_6_con.wav,3,M,5,1,24,5
KoreanPoliteness_F0_EQ,1,F,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2857431</Frequency><Timestamp dt:dt=""r8"">223275293464</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.944,1,-62433660,10/23/14,13:02:43,8:02:43 PM,2,2,1,2,Test,List1,1,,,,,,BlockProc,,,,,,,,,SpeakerBlocks,,,,3,1,1,3,25,8,Orig,3,TrialProc,1,8,-999999,20,308907,8,301,309208,StimList,4,3_4_con.wav,3,M,35,1,25,35
KoreanPoliteness_F0_EQ,1,F,1,"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">2857431</Frequency><Timestamp dt:dt=""r8"">223275293464</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2014-10-23T20:02:42Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n",59.944,1,-62433660,10/23/14,13:02:43,8:02:43 PM,2,2,1,2,Test,List1,1,,,,,,BlockProc,,,,,,,,,SpeakerBlocks,,,,3,1,1,3,26,8,Orig,3,TrialProc,1,8,-999999,26,312243,8,485,312728,StimList,7,3_7_con.wav,3,M,38,1,26,38
